position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Member of the 3rd Scottish Parliament,Anne McLaughlin,Q373047,2009-02-06,2011-03-22,female,1966-03-08,,Official portrait of Anne McLaughlin MP crop 2.jpg,Anne McLaughlin
Member of the 4th Scottish Parliament,Alex Salmond,Q10652,2011-05-05,2016-03-24,male,1954-12-31,,"Alex Salmond, First Minister of Scotland (cropped).jpg",Alex Salmond
Member of the 4th Scottish Parliament,Chic Brodie,Q1071778,2011-05-05,2016-03-24,male,1944-05-08,,Chic Brodie.jpg,Chic Brodie (politician)
Member of the 4th Scottish Parliament,Christina McKelvie,Q1083222,2011-05-05,2016-03-24,female,1968-03-04,,"Minister for Equalities and Older People, Christina McKelvie (51190914710).jpg",Christina McKelvie
Member of the 4th Scottish Parliament,Claudia Beamish,Q1097337,2011-05-05,2016-03-24,female,1952-08-09,,ClaudiaBeamishMSPPortrait.jpg,Claudia Beamish
Member of the 4th Scottish Parliament,Colin Beattie,Q1108343,2011-05-05,2016-03-24,male,1951-10-17,,Colin Beattie.JPG,Colin Beattie
Member of the 4th Scottish Parliament,David McLetchie,Q1175613,2011-05-05,2013-08-12,male,1952-08-06,2013-08-12,DavidMcLetchieMSP20110509.JPG,David McLetchie
Member of the 4th Scottish Parliament,David Stewart,Q1176741,2011-05-05,2016-03-24,male,1956-05-05,,DaveStewartMSPPortrait.jpg,David Stewart (Scottish politician)
Member of the 4th Scottish Parliament,Dave Thompson,Q1176844,2011-05-05,2016-03-24,male,1949-09-20,,DaveThompsonMSP20120629.jpg,Dave Thompson (Scottish politician)
Member of the 4th Scottish Parliament,David Torrance,Q1176878,2011-05-05,2016-03-24,male,1961-03-13,,DavidTorranceMSP20111207.jpg,David Torrance (politician)
Member of the 4th Scottish Parliament,Dennis Robertson,Q1189468,2011-05-05,2016-03-24,male,1956-08-14,,DennisRobertson20120627.jpg,Dennis Robertson (politician)
Member of the 4th Scottish Parliament,Derek Mackay,Q1200058,2011-05-05,2016-03-24,male,1977-07-30,,Derek Mackay (30670286194).jpg,Derek Mackay
Member of the 4th Scottish Parliament,Michael Matheson,Q121780,2011-05-05,2016-03-24,male,1970-09-08,,MichaelMathesonMSP20110507.JPG,Michael Matheson (politician)
Member of the 4th Scottish Parliament,Jackson Carlaw,Q1231522,2011-05-05,2016-03-24,male,1959-04-12,,JacksonCarlawMSP.jpg,Jackson Carlaw
Member of the 4th Scottish Parliament,Drew Smith,Q1258767,2011-05-05,2016-03-24,male,,,DrewSmithMSP20110614.jpg,Drew Smith (politician)
Member of the 4th Scottish Parliament,Duncan McNeil,Q1265439,2011-05-05,2016-03-24,male,1950-09-07,,DuncanMcNeilMSP20110511.JPG,Duncan McNeil
Member of the 4th Scottish Parliament,George Adam,Q1282862,2011-05-05,2016-03-24,male,1969-06-08,,George outside Paisley'sTown Hall.JPG,George Adam
Member of the 4th Scottish Parliament,Elaine Murray,Q1324826,2011-05-05,2016-03-24,female,1954-12-22,,ElaineMurrayMSP20110510.JPG,Elaine Murray
Member of the 4th Scottish Parliament,Tavish Scott,Q1339371,2011-05-05,2016-03-24,male,1966-05-06,,Tavish Scott MSP at Bournemouth.jpg,Tavish Scott
Member of the 4th Scottish Parliament,Graeme Dey,Q1349075,2011-05-05,2016-03-24,male,1962-10-29,,GraemeDeyMSP20110507.jpg,Graeme Dey
Member of the 4th Scottish Parliament,Helen Eadie,Q1396732,2011-05-05,2013-11-09,female,1947-03-07,2013-11-09,HelenEadieMSPPortrait.jpg,Helen Eadie
Member of the 4th Scottish Parliament,Fiona Hyslop,Q1418512,2011-05-05,2016-03-24,female,1964-08-01,,Fiona Hyslop (26485977214).jpg,Fiona Hyslop
Member of the 4th Scottish Parliament,Fiona McLeod,Q1418528,2011-05-05,2016-03-24,female,1957-12-03,,FionaMcLeodMSP20110507.JPG,Fiona McLeod
Member of the 4th Scottish Parliament,Iain Gray,Q1421398,2011-05-05,2016-03-24,male,1957-06-07,,IainGrayMSP20110510.JPG,Iain Gray
Member of the 4th Scottish Parliament,Richard Lochhead,Q1490268,2011-05-05,2016-03-24,male,1969-05-24,,RichardLochhead MSP.jpg,Richard Lochhead
Member of the 4th Scottish Parliament,John Finnie,Q1495635,2011-05-05,2012-10-23,male,1956-12-31,,JohnFinnie261012.jpg,John Finnie
Member of the 4th Scottish Parliament,Gavin Brown,Q1496418,2011-05-05,2016-03-24,male,1975-06-04,,Gavin Brown.JPG,Gavin Brown (politician)
Member of the 4th Scottish Parliament,Alex Neil,Q1515752,2011-05-05,2016-03-24,male,1951-08-22,,AlexNeilMSP20110507.jpg,Alex Neil (politician)
Member of the 4th Scottish Parliament,James Kelly,Q1519985,2011-05-05,2016-03-24,male,1963-10-23,,JamesKellyMSPPortrait.jpg,James Kelly (Scottish politician)
Member of the 4th Scottish Parliament,Gordon MacDonald,Q1538053,2011-05-05,2016-03-24,male,1960-01-02,,GordonMacDonaldMSP20120529.jpg,Gordon MacDonald (Scottish politician)
Member of the 4th Scottish Parliament,Graeme Pearson,Q1541328,2011-05-05,2016-03-24,male,1950-04-01,,GraemePearsonMSP20110508.JPG,Graeme Pearson
Member of the 4th Scottish Parliament,Neil Bibby,Q1557330,2011-05-05,2016-03-24,male,1983-09-06,,Neil Bibby.JPG,Neil Bibby
Member of the 4th Scottish Parliament,Hanzala Malik,Q1584068,2011-05-05,2016-03-24,male,1956-11-26,,HanzalaMalikMSP20110601.jpg,Hanzala Malik
Member of the 4th Scottish Parliament,Joe FitzPatrick,Q1612012,2011-05-05,2016-03-24,male,1967-04-01,,JoeFitzPatrickMSP20110511.JPG,Joe FitzPatrick
Member of the 4th Scottish Parliament,Margaret McCulloch,Q1636293,2011-05-05,2016-03-24,female,1952-05-09,,Margaret McCulloch.jpg,Margaret McCulloch
Member of the 4th Scottish Parliament,Jamie McGrigor,Q1680794,2011-05-05,2016-03-24,male,1949-10-19,,JamieMcGrigorMSP20110509.JPG,Jamie McGrigor
Member of the 4th Scottish Parliament,Jamie Hepburn,Q1681399,2011-05-05,2016-03-24,male,1979-05-21,,JamieHepburnMSP20110511.JPG,Jamie Hepburn
Member of the 4th Scottish Parliament,Jean Urquhart,Q1685871,2011-05-05,2012-10-23,female,1949-05-17,,JeanUrquhartMSP20110510.JPG,Jean Urquhart
Member of the 4th Scottish Parliament,Jenny Marra,Q1687049,2011-05-05,2016-03-24,female,1977-11-06,,Jenny Marra MSP.png,Jenny Marra
Member of the 4th Scottish Parliament,Jim Eadie,Q1689091,2011-05-05,2016-03-24,male,1968-02-10,,JimEadieMSP20110509.JPG,Jim Eadie (politician)
Member of the 4th Scottish Parliament,Jim Hume,Q1689118,2011-05-05,2016-03-24,male,1962-11-04,,JimHumeMSP20110510.JPG,Jim Hume
Member of the 4th Scottish Parliament,Liam McArthur,Q1691804,2011-05-05,2016-03-24,male,1967-08-08,,LiamMcArthurMSP20110510.JPG,Liam McArthur
Member of the 4th Scottish Parliament,John Lamont,Q1700778,2011-05-05,2016-03-24,male,1976-04-15,,Official portrait of John Lamont crop 2.jpg,John Lamont
Member of the 4th Scottish Parliament,John Mason,Q1700987,2011-05-05,2016-03-24,male,1957-05-15,,JohnMasonMSP20110509.JPG,John Mason (Scottish politician)
Member of the 4th Scottish Parliament,John Park,Q1701321,2011-05-05,2012-12-07,male,1973-09-14,,John-Park-MSP.jpg,John Park (politician)
Member of the 4th Scottish Parliament,John Pentland,Q1701389,2011-05-05,2016-03-24,male,1946-12-24,,JohnPentlandMSP20110508.JPG,John Pentland
Member of the 4th Scottish Parliament,John Scott,Q1701702,2011-05-05,2016-03-24,male,1951-06-07,,JohnScottMSP20110509.JPG,John Scott (MSP)
Member of the 4th Scottish Parliament,John Wilson,Q1702190,2011-05-05,2014-09-23,male,1956-11-28,,JohnWilsonMSP.jpg,John Wilson (Scottish Green politician)
Member of the 4th Scottish Parliament,Stewart Maxwell,Q1710696,2011-05-05,2016-03-24,male,1963-12-24,,StewartMaxwellMSP20110507.JPG,Stewart Maxwell
Member of the 4th Scottish Parliament,Siobhan McMahon,Q1726790,2011-05-05,2016-03-24,female,1984-07-04,,SiobhanMcMahonMSPPortrait.jpg,Siobhan McMahon
Member of the 4th Scottish Parliament,Keith Brown,Q1738042,2011-05-05,2016-03-24,male,1961-12-20,,Keith Brown (26487692243).jpg,Keith Brown (Scottish politician)
Member of the 4th Scottish Parliament,Ken Macintosh,Q1738887,2011-05-05,2016-03-24,male,1962-01-15,,Ken Macintosh 2021.jpg,Ken Macintosh
Member of the 4th Scottish Parliament,Kevin Stewart,Q1740263,2011-05-05,2016-03-24,male,1968-06-03,,KevinStewartMSP20110507.JPG,Kevin Stewart (Scottish politician)
Member of the 4th Scottish Parliament,Kezia Dugdale,Q1740370,2011-05-05,2016-03-24,female,1981-08-28,,Kezia Dugdale.png,Kezia Dugdale
Member of the 4th Scottish Parliament,Humza Yousaf,Q174924,2011-05-05,2016-03-24,male,1985-04-07,,"Cabinet Secretary for Health and Social Care, Humza Yousaf, 2021.jpg",Humza Yousaf
Member of the 4th Scottish Parliament,Nigel Don,Q181224,2011-05-05,2016-03-24,male,1954-04-16,,NigelDonMSP20110507.JPG,Nigel Don
Member of the 4th Scottish Parliament,Lewis Macdonald,Q1822125,2011-05-05,2016-03-24,male,1957-01-01,,LewisMacdonaldMSP20110510.JPG,Lewis Macdonald
Member of the 4th Scottish Parliament,Malcolm Chisholm,Q1886983,2011-05-05,2016-03-24,male,1949-03-07,,Malcolm Chisholm.jpg,Malcolm Chisholm
Member of the 4th Scottish Parliament,Marco Biagi,Q1893669,2011-05-05,2016-03-24,male,1982-07-31,,Marco Biagi.JPG,Marco Biagi (politician)
Member of the 4th Scottish Parliament,Margaret McDougall,Q1894865,2011-05-05,2016-03-24,female,1949-01-23,,MargaretMcDougallMSPPortrait.jpg,Margaret McDougall
Member of the 4th Scottish Parliament,Margaret Mitchell,Q1894872,2011-05-05,2016-03-24,female,1952-11-15,,MargaretMitchellMSP20120529.jpg,Margaret Mitchell (Scottish politician)
Member of the 4th Scottish Parliament,Mark Griffin,Q1900077,2011-05-05,2016-03-24,male,1985-10-19,,Mark-Griffin-MSP-closeup.jpg,Mark Griffin (politician)
Member of the 4th Scottish Parliament,Mark McDonald,Q1900265,2011-05-05,2013-05-14,male,1980-06-07,,MarkMcDonaldMSP20110507.JPG,Mark McDonald (politician)
Member of the 4th Scottish Parliament,Mary Fee,Q1906255,2011-05-05,2016-03-24,female,1954-03-23,,MaryFeeMSP20110510.JPG,Mary Fee
Member of the 4th Scottish Parliament,Mary Scanlon,Q1906394,2011-05-05,2016-03-24,female,1947-05-25,,MaryScanlonMSP20110509.JPG,Mary Scanlon (Scottish politician)
Member of the 4th Scottish Parliament,Michael Russell,Q1929110,2011-05-05,2016-03-24,male,1953-08-09,,Mike Russell SNP Conference.jpg,Michael Russell (Scottish politician)
Member of the 4th Scottish Parliament,Mike MacKenzie,Q1933290,2011-05-05,2016-03-24,male,1958-11-18,,MikeMacKenzieMSP20110509.JPG,Mike MacKenzie (politician)
Member of the 4th Scottish Parliament,Murdo Fraser,Q1953630,2011-05-05,2016-03-24,male,1965-09-05,,MurdoFraserMSP20110510.JPG,Murdo Fraser
Member of the 4th Scottish Parliament,Gil Paterson,Q200615,2011-05-05,2016-03-24,male,1942-11-11,,GilPatersonMSP20110510.JPG,Gil Paterson
Member of the 4th Scottish Parliament,Patricia Ferguson,Q2057182,2011-05-05,2016-03-24,female,1958-09-24,,PatriciaFergusonMSPPortrait.jpg,Patricia Ferguson
Member of the 4th Scottish Parliament,Patrick Harvie,Q2057654,2011-05-05,2016-03-24,male,1973-03-18,,Patrick Harvie 2021.jpg,Patrick Harvie
Member of the 4th Scottish Parliament,Paul Martin,Q2061163,2011-05-05,2016-03-24,male,1967-03-17,,PaulMartinMSP20110511.JPG,Paul Martin (Scottish politician)
Member of the 4th Scottish Parliament,Paul Wheelhouse,Q2063093,2011-05-05,2016-03-24,male,1970-06-22,,PaulWheelhouseMSP20110507.JPG,Paul Wheelhouse
Member of the 4th Scottish Parliament,Richard Baker,Q2149018,2011-05-05,2016-01-11,male,1974-05-29,,Richard Baker MSP.jpg,Richard Baker (Scottish politician)
Member of the 4th Scottish Parliament,Richard Lyle,Q2150126,2011-05-05,2016-03-24,male,1950-06-12,,RichardLyleMSP20120127.jpg,Richard Lyle
Member of the 4th Scottish Parliament,Richard Simpson,Q2150619,2011-05-05,2016-03-24,male,1942-10-22,,RichardSimpsonMSP20110511.JPG,Richard Simpson (Scottish politician)
Member of the 4th Scottish Parliament,Ruth Davidson,Q2177593,2011-05-05,2016-03-24,female,1978-11-10,,RuthDavidsonMSP.jpg,Ruth Davidson
Member of the 4th Scottish Parliament,Stuart McMillan,Q2357916,2011-05-05,2016-03-24,male,1972-05-06,,StuartMcMillanMSP20110510.JPG,Stuart McMillan
Member of the 4th Scottish Parliament,Michael McMahon,Q2439870,2011-05-05,2016-03-24,male,1961-09-18,,MichaelMcMahon5715448629 0404153e04 o.jpg,Michael McMahon (Scottish politician)
Member of the 4th Scottish Parliament,Willie Rennie,Q2581473,2011-05-05,2016-03-24,male,1967-09-27,,Willie Rennie 2016.png,Willie Rennie
Member of the 4th Scottish Parliament,Alex Johnstone,Q2641395,2011-05-05,2016-03-24,male,1961-07-31,2016-12-07,AlexJohnstoneMSP20110509.JPG,Alex Johnstone
Member of the 4th Scottish Parliament,Alison Johnstone,Q2647232,2011-05-05,2016-03-24,female,1965-10-11,,Alison Johnstone MSP.jpg,Alison Johnstone
Member of the 4th Scottish Parliament,Alison McInnes,Q2647236,2011-05-05,2016-03-24,female,1957-07-17,,AlisonMcInnesMSP20110511.JPG,Alison McInnes
Member of the 4th Scottish Parliament,Margaret Burgess,Q289184,2011-05-05,2016-03-24,female,1949-12-07,,Margaret Burgess.jpg,Margaret Burgess
Member of the 4th Scottish Parliament,Elaine Smith,Q305347,2011-05-05,2016-03-24,female,1963-05-07,,ElaineSmithMSPPortrait.jpg,Elaine Smith (Scottish politician)
Member of the 4th Scottish Parliament,John Swinney,Q333811,2011-05-05,2016-03-24,male,1964-04-13,,Official Portrait of John Swinney.jpg,John Swinney
Member of the 4th Scottish Parliament,Roseanna Cunningham,Q333953,2011-05-05,2016-03-24,female,1951-07-27,,Roseanna Cunningham.jpg,Roseanna Cunningham
Member of the 4th Scottish Parliament,Margo MacDonald,Q334376,2011-05-05,2014-04-04,female,1943-04-19,2014-04-04,MargoMacDonaldMSP20111121.jpg,Margo MacDonald
Member of the 4th Scottish Parliament,Adam Ingram,Q349826,2011-05-05,2016-03-24,male,1951-05-01,,"Adam Ingram, Minister for Children and Early Years (2).jpg",Adam Ingram (SNP politician)
Member of the 4th Scottish Parliament,Aileen Campbell,Q405017,2011-05-05,2016-03-24,female,1980-05-18,,Aileen Campbell MSP.jpg,Aileen Campbell
Member of the 4th Scottish Parliament,Aileen McLeod,Q405025,2011-05-05,2016-03-24,female,1971-08-24,,AileenMcLeodMSP20110507.JPG,Aileen McLeod
Member of the 4th Scottish Parliament,Shona Robison,Q444675,2011-05-05,2016-03-24,female,1966-05-26,,"Cabinet Secretary, Shona Robison, 2021.jpg",Shona Robison
Member of the 4th Scottish Parliament,Sandra White,Q466861,2011-05-05,2016-03-24,female,1951-08-17,,SandraWhiteMSP20110510.JPG,Sandra White
Member of the 4th Scottish Parliament,Linda Fabiani,Q467097,2011-05-05,2016-03-24,female,1956-12-14,,Linda Fabiani.jpg,Linda Fabiani
Member of the 4th Scottish Parliament,Christine Grahame,Q467108,2011-05-05,2016-03-24,female,1944-09-09,,ChristineGrahameMSP20110510.JPG,Christine Grahame
Member of the 4th Scottish Parliament,Nicola Sturgeon,Q467112,2011-05-05,2016-03-24,female,1970-07-19,,Nicola Sturgeon election infobox 3.jpg,Nicola Sturgeon
Member of the 4th Scottish Parliament,James Dornan,Q509808,2011-05-05,2016-03-24,male,1953-03-17,,JamesDornanMSP20110507.JPG,James Dornan
Member of the 4th Scottish Parliament,Joan McAlpine,Q512681,2011-05-05,2016-03-24,female,1962-01-28,,JoanMcAlpineMSP20120529.jpg,Joan McAlpine
Member of the 4th Scottish Parliament,Colin Keir,Q5145257,2011-05-05,2016-03-24,male,1959-12-09,,ColinKeirMSP20110507.JPG,Colin Keir
Member of the 4th Scottish Parliament,Angela Constance,Q524077,2011-05-05,2016-03-24,female,1970-07-15,,"Minister for Drugs Policy, Angela Constance (51190061823).jpg",Angela Constance
Member of the 4th Scottish Parliament,Willie Coffey,Q524532,2011-05-05,2016-03-24,male,1958-05-24,,WillieCoffeyMSP20120523.jpg,Willie Coffey
Member of the 4th Scottish Parliament,Clare Adamson,Q540328,2011-05-05,2016-03-24,female,1967-08-01,,ClareAdamsonMSP20110507.JPG,Clare Adamson
Member of the 4th Scottish Parliament,Maureen Watt,Q540381,2011-05-05,2016-03-24,female,1951-06-23,,MaureenWatt20110507.JPG,Maureen Watt
Member of the 4th Scottish Parliament,Tricia Marwick,Q540435,2011-05-05,2011-05-11,female,1953-11-05,,TriciaMarwickMSP20110517.jpg,Tricia Marwick
Member of the 4th Scottish Parliament,Sarah Boyack,Q544089,2011-05-05,2016-03-24,female,1961-05-16,,Sarah Boyack MSP.jpg,Sarah Boyack
Member of the 4th Scottish Parliament,Angus MacDonald,Q544483,2011-05-05,2016-03-24,male,1963-10-11,,AngusMacDonaldMSP20110510.JPG,Angus MacDonald (politician)
Member of the 4th Scottish Parliament,Johann Lamont,Q544698,2011-05-05,2016-03-24,female,1957-07-11,,Johann Lamont 2019.png,Johann Lamont
Member of the 4th Scottish Parliament,Jackie Baillie,Q544729,2011-05-05,2016-03-24,female,1964-01-15,,Jackie Baillie 2018.png,Jackie Baillie
Member of the 4th Scottish Parliament,Annabel Goldie,Q544742,2011-05-05,2016-03-24,female,1950-02-27,,Official portrait of Baroness Goldie crop 2.jpg,Annabel Goldie
Member of the 4th Scottish Parliament,Fergus Ewing,Q559022,2011-05-05,2016-03-24,male,1957-09-23,,"Cabinet Secretary for the Rural Economy and Connectivity, Fergus Ewing.png",Fergus Ewing
Member of the 4th Scottish Parliament,Alex Fergusson,Q559046,2011-05-05,2016-03-24,male,1949-04-08,2018-07-31,AlexFergussonMSP20110511.jpg,Alex Fergusson (politician)
Member of the 4th Scottish Parliament,Bruce Crawford,Q559391,2011-05-05,2016-03-24,male,1955-02-16,,BruceCrawfordMSP20110509.JPG,Bruce Crawford
Member of the 4th Scottish Parliament,Stewart Stevenson,Q559613,2011-05-05,2016-03-24,male,1946-10-15,,StewartStevensonMSP20110510.JPG,Stewart Stevenson
Member of the 4th Scottish Parliament,Alasdair Allan,Q559634,2011-05-05,2016-03-24,male,1971-05-06,,AlasdairAllanMSP20120530.jpg,Alasdair Allan
Member of the 4th Scottish Parliament,Rob Gibson,Q563410,2011-05-05,2016-03-24,male,1945-10-10,,RobGibsonMSP20110510.JPG,Rob Gibson
Member of the 4th Scottish Parliament,Annabelle Ewing,Q564093,2011-05-05,2016-03-24,female,1960-08-20,,AnnabelleEwingMSP20110510.JPG,Annabelle Ewing
Member of the 4th Scottish Parliament,Anne McTaggart,Q565600,2011-05-05,2016-03-24,female,1970-01-30,,AnneMcTaggartMSPPortrait.jpg,Anne McTaggart
Member of the 4th Scottish Parliament,Brian Adam,Q570298,2011-05-05,2013-04-25,male,1948-06-10,2013-04-25,BrianAdamMSP20070509.jpg,Brian Adam
Member of the 4th Scottish Parliament,Hugh Henry,Q5931093,2011-05-05,2016-03-24,male,1952-02-12,,HughHenryMSP20110510.JPG,Hugh Henry
Member of the 4th Scottish Parliament,Liz Smith,Q644208,2011-05-05,2016-03-24,female,1960-02-27,,ElizabethSmithMSP20110508.JPG,Liz Smith (politician)
Member of the 4th Scottish Parliament,Nanette Milne,Q6963426,2011-05-05,2016-03-24,female,1942-04-27,,NanetteMilneMSP20110509.JPG,Nanette Milne
Member of the 4th Scottish Parliament,Claire Baker,Q744632,2011-05-05,2016-03-24,female,1971-03-04,,ClaireBakerMSPPortrait.jpg,Claire Baker
Member of the 4th Scottish Parliament,Rhoda Grant,Q769138,2011-05-05,2016-03-24,female,1963-06-26,,RhodaGrantMSP20110511.JPG,Rhoda Grant
Member of the 4th Scottish Parliament,Bill Kidd,Q862234,2011-05-05,2016-03-24,male,1956-07-24,,BillKiddMSP20070509.jpg,Bill Kidd
Member of the 4th Scottish Parliament,Bill Walker,Q862635,2011-05-05,2012-03-04,male,1942-03-31,,BillWalkerMSP20110720.jpg,Bill Walker (SNP politician)
Member of the 4th Scottish Parliament,Bob Doris,Q887886,2011-05-05,2016-03-24,male,1973-05-11,,BobDorisMSP20110507.JPG,Bob Doris
Member of the 4th Scottish Parliament,Kenneth Gibson,Q944741,2011-05-05,2016-03-24,male,1961-09-08,,KennethGibsonMSP20110507.JPG,Kenneth Gibson (Scottish politician)
Member of the 4th Scottish Parliament,Neil Findlay,Q979197,2011-05-05,2016-03-24,male,1969-03-06,,NeilFindlayMSPPortrait.jpg,Neil Findlay
Member of the 4th Scottish Parliament,Roderick Campbell,Q981061,2011-05-05,2016-03-24,male,1953-06-15,,RoderickCampbellMSP20110511.JPG,Roderick Campbell
Member of the 4th Scottish Parliament,Kenny MacAskill,Q983174,2011-05-05,2016-03-24,male,1958-04-28,,"Kenny MacAskill, Cabinet Secretary for Justice (2).jpg",Kenny MacAskill
Member of the 4th Scottish Parliament,Tricia Marwick,Q540435,2011-05-11,2016-03-24,female,1953-11-05,,TriciaMarwickMSP20110517.jpg,Tricia Marwick
Member of the 4th Scottish Parliament,Bill Walker,Q862635,2012-03-04,2013-09-07,male,1942-03-31,,BillWalkerMSP20110720.jpg,Bill Walker (SNP politician)
Member of the 4th Scottish Parliament,John Finnie,Q1495635,2012-10-23,2016-03-24,male,1956-12-31,,JohnFinnie261012.jpg,John Finnie
Member of the 4th Scottish Parliament,Jean Urquhart,Q1685871,2012-10-23,2016-03-24,female,1949-05-17,,JeanUrquhartMSP20110510.JPG,Jean Urquhart
Member of the 4th Scottish Parliament,Jayne Baxter,Q6167868,2012-12-07,2016-03-24,female,1955-11-05,,JayneBaxterMSP20121211.jpg,Jayne Baxter
Member of the 4th Scottish Parliament,Christian Allard,Q13224746,2013-05-15,2016-03-24,male,1964-03-31,,Christian Allard.jpg,Christian Allard
Member of the 4th Scottish Parliament,Mark McDonald,Q1900265,2013-06-20,2016-03-24,male,1980-06-07,,MarkMcDonaldMSP20110507.JPG,Mark McDonald (politician)
Member of the 4th Scottish Parliament,Cameron Buchanan,Q16107237,2013-08-12,2016-03-24,male,1946,,CameronBuchananMSP20140129.jpg,Cameron Buchanan (politician)
Member of the 4th Scottish Parliament,Cara Hilton,Q15101536,2013-10-24,2016-03-24,female,1975,,Cara Hilton.jpg,Cara Hilton
Member of the 4th Scottish Parliament,Alex Rowley,Q16191157,2014-01-23,2016-03-24,male,1963-11-30,,Scottish Labour candidate for Cowdenbeath signs the pledge (cropped).jpg,Alex Rowley
Member of the 4th Scottish Parliament,John Wilson,Q1702190,2014-09-23,2016-03-24,male,1956-11-28,,JohnWilsonMSP.jpg,John Wilson (Scottish Green politician)
Member of the 4th Scottish Parliament,Lesley Brennan,Q22131946,2016-01-11,2016-03-24,female,1972,,Lesley Brennan.jpg,Lesley Brennan
Member of the 5th Scottish Parliament,Christina McKelvie,Q1083222,2016-05-05,2021-05-05,female,1968-03-04,,"Minister for Equalities and Older People, Christina McKelvie (51190914710).jpg",Christina McKelvie
Member of the 5th Scottish Parliament,Claudia Beamish,Q1097337,2016-05-05,2021-05-05,female,1952-08-09,,ClaudiaBeamishMSPPortrait.jpg,Claudia Beamish
Member of the 5th Scottish Parliament,Colin Beattie,Q1108343,2016-05-05,2021-05-05,male,1951-10-17,,Colin Beattie.JPG,Colin Beattie
Member of the 5th Scottish Parliament,David Stewart,Q1176741,2016-05-05,2021-05-05,male,1956-05-05,,DaveStewartMSPPortrait.jpg,David Stewart (Scottish politician)
Member of the 5th Scottish Parliament,David Torrance,Q1176878,2016-05-05,2021-05-05,male,1961-03-13,,DavidTorranceMSP20111207.jpg,David Torrance (politician)
Member of the 5th Scottish Parliament,Derek Mackay,Q1200058,2016-05-05,2020-02-06,male,1977-07-30,,Derek Mackay (30670286194).jpg,Derek Mackay
Member of the 5th Scottish Parliament,Michael Matheson,Q121780,2016-05-05,2021-05-05,male,1970-09-08,,MichaelMathesonMSP20110507.JPG,Michael Matheson (politician)
Member of the 5th Scottish Parliament,Jackson Carlaw,Q1231522,2016-05-05,2021-05-05,male,1959-04-12,,JacksonCarlawMSP.jpg,Jackson Carlaw
Member of the 5th Scottish Parliament,George Adam,Q1282862,2016-05-05,2021-05-05,male,1969-06-08,,George outside Paisley'sTown Hall.JPG,George Adam
Member of the 5th Scottish Parliament,Tavish Scott,Q1339371,2016-05-05,2019-07-15,male,1966-05-06,,Tavish Scott MSP at Bournemouth.jpg,Tavish Scott
Member of the 5th Scottish Parliament,Graeme Dey,Q1349075,2016-05-05,2021-05-05,male,1962-10-29,,GraemeDeyMSP20110507.jpg,Graeme Dey
Member of the 5th Scottish Parliament,Fiona Hyslop,Q1418512,2016-05-05,2021-05-05,female,1964-08-01,,Fiona Hyslop (26485977214).jpg,Fiona Hyslop
Member of the 5th Scottish Parliament,Iain Gray,Q1421398,2016-05-05,2021-05-05,male,1957-06-07,,IainGrayMSP20110510.JPG,Iain Gray
Member of the 5th Scottish Parliament,Mike Rumbles,Q1436381,2016-05-05,2021-05-05,male,1956-06-10,,Mike Rumbles.jpg,Mike Rumbles
Member of the 5th Scottish Parliament,Richard Lochhead,Q1490268,2016-05-05,2021-05-05,male,1969-05-24,,RichardLochhead MSP.jpg,Richard Lochhead
Member of the 5th Scottish Parliament,John Finnie,Q1495635,2016-05-05,2021-05-05,male,1956-12-31,,JohnFinnie261012.jpg,John Finnie
Member of the 5th Scottish Parliament,Alex Neil,Q1515752,2016-05-05,2021-05-05,male,1951-08-22,,AlexNeilMSP20110507.jpg,Alex Neil (politician)
Member of the 5th Scottish Parliament,James Kelly,Q1519985,2016-05-05,2021-05-05,male,1963-10-23,,JamesKellyMSPPortrait.jpg,James Kelly (Scottish politician)
Member of the 5th Scottish Parliament,Gordon MacDonald,Q1538053,2016-05-05,2021-05-05,male,1960-01-02,,GordonMacDonaldMSP20120529.jpg,Gordon MacDonald (Scottish politician)
Member of the 5th Scottish Parliament,Neil Bibby,Q1557330,2016-05-05,2021-05-05,male,1983-09-06,,Neil Bibby.JPG,Neil Bibby
Member of the 5th Scottish Parliament,Joe FitzPatrick,Q1612012,2016-05-05,2021-05-05,male,1967-04-01,,JoeFitzPatrickMSP20110511.JPG,Joe FitzPatrick
Member of the 5th Scottish Parliament,Alex Rowley,Q16191157,2016-05-05,2017-11-15,male,1963-11-30,,Scottish Labour candidate for Cowdenbeath signs the pledge (cropped).jpg,Alex Rowley
Member of the 5th Scottish Parliament,Jeane Freeman,Q16250806,2016-05-05,2021-05-05,female,1953,,Jeane Freeman 2018.jpg,Jeane Freeman
Member of the 5th Scottish Parliament,Jamie Hepburn,Q1681399,2016-05-05,2021-05-05,male,1979-05-21,,JamieHepburnMSP20110511.JPG,Jamie Hepburn
Member of the 5th Scottish Parliament,Jenny Marra,Q1687049,2016-05-05,2021-05-05,female,1977-11-06,,Jenny Marra MSP.png,Jenny Marra
Member of the 5th Scottish Parliament,Liam McArthur,Q1691804,2016-05-05,2021-05-05,male,1967-08-08,,LiamMcArthurMSP20110510.JPG,Liam McArthur
Member of the 5th Scottish Parliament,John Lamont,Q1700778,2016-05-05,2017-05-04,male,1976-04-15,,Official portrait of John Lamont crop 2.jpg,John Lamont
